trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
14,False,"{'a': 0.5, 'e': 0.9127255972848708}",25,0,-91.33217838822426,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9063365181038767}",20,0,-12.335615227778991,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.8999921624771495}",30,0,-202.32850479282055,"{0: 20, 1: 3, 2: 1, 3: 2, 4: 4}",0
17,False,"{'a': 0.5, 'e': 0.8936922173398095}",20,0,-217.2946436657635,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 4}",0
18,False,"{'a': 0.5, 'e': 0.8874363718184308}",35,0,-195.26129514846096,"{0: 24, 1: 2, 2: 5, 3: 0, 4: 4}",0
19,False,"{'a': 0.5, 'e': 0.8812243172157018}",25,0,-55.013047523554654,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8750557469951918}",30,0,-44.98841590421216,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8689303567662255}",30,0,-245.2740587849555,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 5}",0
22,False,"{'a': 0.5, 'e': 0.862847844268862}",25,0,-161.46766301753343,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.8568079093589799}",35,0,-113.3727382263894,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.8508102539934671}",20,0,-72.34192443251648,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8448545822155128}",25,0,-173.7662971916179,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.8389406001400042}",35,0,-205.74768704937742,"{0: 21, 1: 3, 2: 6, 3: 2, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.8330680159390241}",20,0,-49.2132167122621,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.8272365398274509}",20,0,-88.07856285802059,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.8214458840486588}",25,0,-131.44599304237437,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8156957628603182}",20,0,-77.60049931028782,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.809985892520296}",25,0,-301.7287944380431,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 7}",0
32,False,"{'a': 0.5, 'e': 0.8043159912726539}",30,0,-177.40272550103725,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.7986857793337453}",20,0,-96.94370713007777,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7930949788784091}",20,0,-116.03383425426054,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.7875433140262602}",25,0,-131.31328484842382,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.7820305108280764}",25,0,-131.70026915767792,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.7765562972522798}",30,11,-123.91235669995201,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 3}",1
38,False,"{'a': 0.5, 'e': 0.7711204031715139}",25,0,-30.900659008700632,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.7657225603493133}",20,0,-175.7373980343675,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 4}",0
40,False,"{'a': 0.5, 'e': 0.7603625024268681}",30,0,-131.34631013585056,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.75503996490988}",20,8,5.070146287261855,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.7497546851555108}",25,0,-65.95783720687238,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.7445064023594222}",20,0,-99.72327467355416,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.7392948575429062}",25,0,-24.857344449341248,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.7341197935401059}",25,0,-89.59097014257146,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.7289809549853252}",30,0,-45.216753535997995,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7238780883004279}",25,0,-202.2992965988897,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.718810941682325}",30,0,-130.8297704153948,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.7137792650905487}",20,0,-60.58262067982184,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.7087828102349149}",20,0,-102.89745066486778,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.7038213305632703}",20,0,-75.75955230830685,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.6988945812493275}",30,18,-34.71464797294437,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.6940023191805822}",35,25,-26.21166034800754,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.6891443029463181}",25,11,-60.11305510691691,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.6843202928256938}",25,0,-143.09278445317233,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
56,False,"{'a': 0.5, 'e': 0.679530050775914}",20,0,-39.71606242140993,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.6747733404204826}",25,0,-196.03889005530394,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
58,False,"{'a': 0.5, 'e': 0.6700499270375393}",25,0,-22.66260661414824,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.6653595775482765}",20,0,-211.92238728699226,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 5}",0
60,False,"{'a': 0.5, 'e': 0.6607020605054386}",20,0,-73.93917342246105,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.6560771460819005}",20,0,-61.09247809796702,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.6514846060593271}",20,0,-88.29177061792495,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.6469242138169119}",25,5,-52.708190322638835,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.6423957443201934}",20,0,-160.53752625757375,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.6378989741099521}",20,0,-67.91203449415364,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.6334336812911824}",30,13,-93.65846510905658,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
67,False,"{'a': 0.5, 'e': 0.6289996455221442}",25,0,-32.49713780478943,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.6245966480034891}",25,0,-87.10408545785099,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.6202244714674647}",25,0,-85.96763881751615,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.6158829001671925}",25,0,9.257620928044172,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.6115717198660221}",20,0,-59.231808129379345,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.60729071782696}",20,0,-21.23703558482157,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6030396828021712}",25,9,-39.446029182751516,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.598818405022556}",20,0,-48.1916382594477,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.5946266761873982}",25,15,-4.335577063224087,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.5904642894540864}",20,0,-30.915707543663096,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.5863310394279078}",25,10,-75.64505541149846,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.5822267221519124}",25,19,-2.9921022162190223,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.578151135096849}",25,8,-60.7018851763785,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.5741040771511711}",20,3,-59.96567514910917,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.5700853486111128}",30,7,-78.81942867800377,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.5660947511708351}",20,7,-47.802075691628794,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.5621320879126391}",20,0,-48.41011510307823,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.5581971632972507}",35,21,-63.64334594036456,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.55428978315417}",20,12,-7.718088825384239,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.5504097546720907}",25,0,-6.528776034635641,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.5465568863893862}",20,0,-145.592550038195,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.5427309881846604}",20,0,-88.42780613287164,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.5389318712673677}",30,0,-30.05236971161231,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.5351593481684962}",25,17,3.519276363665093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.5314132327313167}",30,0,-143.42318382945658,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
92,False,"{'a': 0.5, 'e': 0.5276933401021975}",20,0,-54.90729146251492,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.5239994867214821}",35,19,-31.012070948075742,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.5203314903144317}",25,0,10.558536531617241,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.5166891698822307}",25,11,-36.42258251636259,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.5130723456930552}",20,11,-8.106062798213511,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.5094808392732038}",20,0,13.118910010877617,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.5059144733982913}",20,0,-15.76134357313831,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.5023730720845032}",20,4,24.809955117656507,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.49885646057991173}",20,16,7.957588072423013,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.4953644653558523}",25,11,22.438950864788765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.49189691409836134}",30,0,-5.103343208049996,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.4884536356996728}",20,0,5.403081703557101,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.48503446024977515}",30,0,-26.720523189033404,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.4816392190280267}",25,7,-3.986521771427054,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.4782677444948305}",30,23,14.618340886888303,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.4749198702833667}",25,8,-37.19593355228802,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.47159543119138314}",20,0,1.3641022630762585,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.46829426317304346}",30,0,-121.11133719259502,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.4650162033308321}",20,0,23.628909751044315,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.4617610899075163}",20,0,-29.759272707163184,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.4585287622781637}",30,18,20.196203156541188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.4553190609422165}",30,18,8.86412780578333,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.45213182751562103}",20,0,-128.05133997384522,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.44896690472301165}",20,12,14.827404541102542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.44582413638995055}",30,0,-37.40682238468757,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.44270336743522093}",30,21,16.395495724509278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.4396044438631744}",25,0,-199.01037365805857,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
119,False,"{'a': 0.5, 'e': 0.43652721275613215}",20,14,-30.393024695137044,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.4334715222668392}",30,16,-39.599906658102974,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.43043722161097137}",35,1,-63.78304967008116,"{0: 27, 1: 2, 2: 2, 3: 2, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.42742416105969455}",35,9,-0.7879498752173835,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.42443219193227666}",20,7,23.374338877371187,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.4214611665887507}",25,13,20.610054173367864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.4185109384226295}",35,15,-77.55782686701669,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
126,False,"{'a': 0.5, 'e': 0.41558136185367106}",20,15,-13.476442119465489,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.41267229232069536}",25,1,-18.345963347271173,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.4097835862744505}",30,21,8.282758607368605,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.40691510117052937}",20,0,-80.96151272353409,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.40406669546233565}",30,11,-38.12973040754734,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.4012382285940993}",25,0,-21.503063851126306,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.3984295609939406}",25,4,10.259722531671276,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.395640554066983}",30,19,-13.242999309073024,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.39287107018851414}",25,2,13.759793046986882,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.39012097269719453}",20,10,17.605762286543587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.3873901258883142}",30,0,-85.89570207057008,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.38467839500709594}",25,8,-62.93263479172509,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.3819856462420463}",20,4,-47.86180591662437,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.37931174671835194}",25,0,-69.39077631384528,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.3766565644913235}",20,0,-4.558013567303266,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.37401996853988423}",25,0,-1.1590005139402242,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.371401828760105}",20,7,9.019457725261539,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.3688020159587843}",25,8,8.894985772481903,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.3662204018470728}",30,15,13.678088327957258,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.3636568590341433}",30,15,16.352648163483657,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.3611112610209043}",25,18,13.772955921613882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.35858348219375796}",30,0,-73.87330264556122,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.35607339781840164}",25,0,-17.06480896969302,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.3535808840336728}",30,0,17.109470833119936,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.3511058178454371}",25,17,4.889514272160254,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.34864807712051904}",20,0,-81.31235777817625,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
152,False,"{'a': 0.5, 'e': 0.34620754058067543}",25,0,-52.56621823926945,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.3437840877966107}",25,0,-23.78317166441616,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.3413775991820344}",20,0,7.476448604853736,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.33898795598776016}",20,4,1.1361585379944719,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.3366150402958458}",20,0,-46.52180150459466,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.3342587350137749}",20,15,9.059898263338116,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.3319189238686785}",30,4,-65.495209256553,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.3295954914015977}",20,3,-92.49554676861557,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
160,False,"{'a': 0.5, 'e': 0.32728832296178656}",25,3,-30.630811525412152,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.32499730470105404}",20,0,-56.84909164046651,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.3227223235681467}",30,11,-36.451795042865506,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.32046326730316965}",30,0,9.35787399928482,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.31822002443204744}",20,11,17.829760157469824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.3159924842610231}",25,0,-26.252870099961278,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.31378053687119595}",20,6,-14.0237423030476,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.31158407311309755}",20,0,-48.52858452908021,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.3094029846013059}",25,5,-6.710410472335387,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.5, 'e': 0.30723716370909676}",35,22,10.488875707709713,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.30508650356313305}",20,11,0.624857482518161,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.30295089803819114}",20,11,18.37964658163527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.3008302417519238}",20,12,-4.902269057364114,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.2987244300596603}",25,15,-21.659661755888116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.2966333590492427}",20,0,-31.154287305923347,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.294556925535898}",30,14,-33.45833143955477,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.2924950270571467}",20,0,13.287895139798783,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.2904475618677467}",20,15,-11.360977779503967,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.28841442893467245}",25,0,-141.90022384578737,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
179,False,"{'a': 0.5, 'e': 0.28639552793212975}",25,19,-12.575497413266348,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.28439075923660484}",35,0,-139.4329510598357,"{0: 25, 1: 0, 2: 7, 3: 1, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.28240002392194863}",20,2,-5.512500904642221,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.28042322375449497}",20,15,-0.5615348294629636,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.2784602611882135}",25,12,-10.072982688024613,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.276511039359896}",20,0,-22.362397315455986,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
